StockCode,Description,Quantity,TotalAmount,InvoiceNo,AvgOrderValue
79067,Corona Mexican Tray,143,496.25,18,27.57
79071B,English Rose Metal Waste Bin,20,59.0,11,5.36
79144B,Painted Lightbulb Star+ Moon,108,42.96,15,2.86
79144C,Painted Lightbulb Rainbow Design,64,24.48,6,4.08
79149B,Silicon Star Bulb  Blue,18,7.56,8,0.94
79151B,"Silicon Cube 25W, Blue",11,4.62,2,2.31
79157B,Ubo-Light Triobase Blue,4,3.4,2,1.7
79157V,Ubo-Light Triobase Purple,5,4.25,3,1.42
79160,Heart Shape Wireless Doorbell,446,798.84,48,16.64
79161A,St George Set Of 10 Party Lights,2,5.9,2,2.95
79163,Black Champagne Glass,1517,621.87,33,18.84
79164,Black Wine Glass,1672,699.96,19,36.84
79190A,Retro Plastic 70'S Tray,340,142.8,34,4.2
79190B,Retro Plastic Polka Tray,655,245.1,35,7.0
79190D,Retro Plastic Daisy Tray,227,95.34,25,3.81
79191B,Retro Plastic Polka Tray,154,130.9,26,5.03
79191C,Retro Plastic Elephant Tray,1105,812.53,65,12.5
79191D,Retro Plastic Daisy Tray,25,21.25,7,3.04
79192A,Retro Plastic 70'S Tray,3,3.75,2,1.88
79302M,"Art Lights,Funk Monkey",355,950.45,47,20.22
79321,Chilli Lights,9650,46286.51,519,89.18
79323B,Black Cherry Lights,8,54.0,1,54.0
79323P,Pink Cherry Lights,4,27.0,1,27.0
79329,Pink Flock Glass Candleholder,12,12.18,2,6.09
79331,Pink Flock Glass Candleholder,26,17.5,3,5.83
79336,Light Pink Flock Glass Candleholder,36,13.68,3,4.56
79337,Blue Flock Glass Candleholder,644,259.96,10,26.0
79403,Frosted White Base,89,75.65,11,6.88
79406,Frosted White Base,140,30.8,6,5.13
81950B,Flower Blue Clock With Sucker,117,33.93,8,4.24
81950V,Flower Purple Clock W/Sucker,21,8.89,6,1.48
81952B,Round Blue Clock With Sucker,200,38.0,9,4.22
81952V,Round Purple Clock With Sucker,367,69.73,24,2.91
81953B,Round Blue Clock With Sucker,11,2.09,3,0.7
81953P,Round Articulated Pink Clock W/Suck,28,5.32,3,1.77
82001S,Vinyl Record Frame Silver,1508,5231.08,105,49.82
82011A,"Bathroom Scales, Tropical Beach",16,60.0,10,6.0
82011B,Bathroom Scales Rubber Ducks,41,139.35,19,7.33
82011C,Bathroom Scales Footprints In Sand,51,172.05,20,8.6
82095,Heart Buttons Jewellery Box,7,53.55,4,13.39
82482,Wooden Picture Frame White Finish,8276,20001.65,876,22.83
82483,Wood 2 Drawer Cabinet White Finish,2341,14689.87,509,28.86
82484,Wood Black Board Ant White Finish,5921,34478.01,604,57.08
82486,Wood S/3 Cabinet Ant White Finish,2085,17590.63,559,31.47
82494L,Wooden Frame Antique White,6282,17625.07,811,21.73
82551,Laundry 15C Metal Sign,2791,4229.72,253,16.72
82552,Washroom Metal Sign,2922,4462.37,292,15.28
82567,"Airline Lounge,Metal Sign",497,1011.41,149,6.79
82578,Kitchen Metal Sign,1956,1088.56,220,4.95
82580,Bathroom Metal Sign,5505,3018.05,383,7.88
82581,Toilet Metal Sign,3749,1997.13,302,6.61
82582,Area Patrolled Metal Sign,4290,8552.22,374,22.87
82583,Hot Baths Metal Sign,6415,12832.14,385,33.33
82599,Fanny'S Rest Stopmetal Sign,421,879.18,85,10.34
82600,No Singing Metal Sign,5833,12097.38,419,28.87
82605,Old Doc Russel Metal Sign,14,29.4,3,9.8
82613A,"Metal Sign,Cupcake Single Hook",67,83.75,14,5.98
82613B,"Metal Sign,Cupcake Single Hook",401,268.85,45,5.97
82613C,"Metal Sign,Cupcake Single Hook",361,235.45,37,6.36
82613D,Metal Sign Cupcake Single Hook,470,272.1,50,5.44
82615,Pink Marshmallow Scarf Knitting Kit,36,91.8,1,91.8
82616B,Frappucino Scarf Knitting Kit,308,416.78,47,8.87
82616C,Midnight Glamour Scarf Knitting Kit,277,385.52,52,7.41
84006,Magic Tree -Paper Flowers,832,707.2,77,9.18
84012,Magic Sheep Wool Growing From Paper,1212,1190.0,94,12.66
84016,Flag Of St George Car Flag,25,10.5,1,10.5
84029E,Red Woolly Hottie White Heart.,3707,13430.51,321,41.84
84029G,Knitted Union Flag Hot Water Bottle,2469,9329.17,319,29.25
84030E,English Rose Hot Water Bottle,1423,5767.91,277,20.82
84031A,Charlie+Lola Red Hot Water Bottle,174,499.78,49,10.2
84031B,Charlie Lola Blue Hot Water Bottle,94,342.74,37,9.26
84032A,Charlie+Lola Pink Hot Water Bottle,449,1112.91,105,10.6
84032B,Charlie + Lola Red Hot Water Bottle,654,1342.0,130,10.32
84033,Flag Of St George,23,37.95,7,5.42
84050,Pink Heart Shape Egg Frying Pan,3139,4379.03,200,21.9
84051,Ass Colour Glowing Tiaras,280,212.8,24,8.87
84077,World War 2 Gliders Asstd Designs,54415,13586.25,472,28.78
84078A,Set/4 White Retro Storage Cubes,357,13007.15,106,122.71
84086B,Yellow/Blue Retro Radio,16,47.2,7,6.74
84086C,Pink/Purple Retro Radio,140,413.0,19,21.74
84192,Assorted Colour Metal Cat,115,143.75,25,5.75
84199,Glow In Dark Dolphins,129,27.09,28,0.97
84201B,Happy Birthday Card Stripey Teddy,13,2.47,2,1.24
84201C,Happy Birthday Card Teddy/Cake,5,0.95,1,0.95
84206A,3 Black Cats W Hearts Blank Card,24,4.56,3,1.52
84206B,Cat With Sunglasses Blank Card,5,0.95,1,0.95
84206C,Champagne Tray Blank Card,8,1.52,2,0.76
84212,"Assorted Flower Colour ""Leis""",10297,4871.45,103,47.3
84218,Box/12 Chick & Egg In Basket,122,222.3,40,5.56
84226,Hen House W Family In Barn & Nest,49,34.51,9,3.83
84227,Hen House W Chick In Nest,1,0.42,1,0.42
84228,Hen House W Chick Standing,284,113.28,19,5.96
84231,Easter Bunny With Basket On Back,105,68.25,18,3.79
84247E,Pack/12 Xmas Fun Card,83,244.85,23,10.65
84247G,"Decoupage,Greeting Card,",336,141.12,23,6.14
84247K,"Folk Art Greeting Card,Pack/12",23,67.85,9,7.54
84247L,Fawn And Mushroom Greeting Card,108,45.36,8,5.67
84247N,Pack/12 Blue Folkart Cards,22,64.9,18,3.61
84249A,"Greeting Card,Square, Doughnuts",160,68.84,13,5.3
84251B,"Greeting Card, Sticky Gordon",157,29.83,14,2.13
84251C,"Greeting Card, Two Sisters.",24,4.56,2,2.28
84251G,"Greeting Card, Overcrowded Pool.",180,34.2,15,2.28
84279B,Cherry Blossom Decorative Flask,182,678.18,57,11.9
84279P,Cherry Blossom  Decorative Flask,339,1253.97,94,13.34
84306,S/3 Pink Square Planters Roses,2,21.9,2,10.95
84313B,Blue Tv Tray Table,76,175.8,13,13.52
84313C,Orange Tv Tray Table,461,908.15,24,37.84
84341B,Small Pink Magic Christmas Tree,618,252.23,33,7.64
84347,Rotating Silver Angels T-Light Hldr,7907,17592.52,305,57.68
84352,Silver Christmas Tree Bauble Stand,33,543.35,22,24.7
84356,Pompom Curtain,337,1570.15,46,34.13
84358,Floor Lamp Shade Wood Base,32,287.74,12,23.98
84360,Table Lamp White Shade Wood Base,74,388.3,17,22.84
84375,Set Of 20 Kids Cookie Cutters,4149,8697.27,416,20.91
84378,Set Of 3 Heart Cookie Cutters,6019,7741.84,521,14.86
84380,Set Of 3 Butterfly Cookie Cutters,5293,6718.9,498,13.49
84387A,Bird On Branch Canvas Screen,11,21.45,1,21.45
84388,Wise Man Star Shape Egg Pan,24,13.14,6,2.19
84402B,Purple Dress Jewellery Stand,61,48.19,3,16.06
84406B,Cream Cupid Hearts Coat Hanger,1918,7125.38,241,29.57
84415A,Pink Flock Suede Cushion Cover,12,15.0,2,7.5
84415B,Blue Flock Cushion Cover,6,12.5,2,6.25
84422,Pink/Blue Disc/Mirror String,551,220.41,8,27.55
84429A,Medium Pink Buddha Head,47,138.65,14,9.9
84452,Metal Rabbit Ladder Easter,74,62.9,16,3.93
84457,Set/3 Rabbits Flower Skippping Rope,120,102.0,21,4.86
84459A,Pink Metal Chicken Heart,671,907.63,53,17.13
84459B,Yellow Metal Chicken Heart,676,938.12,60,15.64
84461,12 Pink Hen+Chicks In Basket,41,104.55,14,7.47
84462,3 Pink Hen+Chicks In Basket,12,15.0,6,2.5
84465,15 Pink Fluffy Chicks In Box,10,29.5,7,4.21
84466,Top Secret Pen Set,46,57.5,10,5.75
84497,Buttons And Stripes Notebook,13,48.75,7,6.96
84499,Black Flower Candle Plate,7,5.95,2,2.98
84507B,Stripes Design Monkey Doll,31,79.05,14,5.65
84507C,Blue Circles Design Monkey Doll,63,160.65,25,6.43
84508A,Camouflage Design Teddy,1630,3445.5,35,98.44
84508B,Stripes Design Teddy,57,145.35,30,4.84
84508C,Blue Circles Design Teddy,52,132.6,20,6.63
84509A,Set Of 4 English Rose Placemats,612,2194.64,139,15.79
84509B,Set Of 4 Fairy Cake Placemats,156,585.0,48,12.19
84509C,Set Of 4 Polkadot Placemats,78,273.3,23,11.88
84509E,Set Of 4 Carousel Placemats,70,101.06,8,12.63
84509G,Set Of 4 Fairy Cake Placemats,491,856.25,46,18.61
84510A,Set Of 4 English Rose Coasters,1063,1295.59,144,9.0
84510C,Set Of 4 Polkadot Coasters,98,124.92,32,3.9
84510E,Set Of 4 Green Carousel Coasters,25,26.05,9,2.89
84519A,Tomato Charlie+Lola Coaster Set,477,739.19,61,12.12
84519B,Carrot Charlie+Lola Coaster Set,426,547.24,91,6.01
84520B,Pack 20 English Rose Paper Napkins,481,388.69,54,7.2
84522,Pink Party Sunglasses,12,23.4,6,3.9
84527,Flames Sunglasses Pink Lenses,47,84.45,6,14.08
84531A,Pink Knitted Egg Cosy,140,71.76,25,2.87
84531B,Blue Knitted Egg Cosy,150,83.46,25,3.34
84534B,Fairy Cake Notebook A5 Size,46,39.1,5,7.82
84535A,English Rose Notebook A6 Size,398,185.1,20,9.25
84535B,Fairy Cakes Notebook A6 Size,1288,762.99,109,7.0
84536A,English Rose Notebook A7 Size,2729,1147.0,221,5.19
84536B,Fairy Cakes Notebook A7 Size,1684,655.34,99,6.62
84539,Knitted Rabbit Doll,16,26.4,1,26.4
84548,Crochet Bear Red/Blue  Keyring,15,24.75,3,8.25
84549,Crochet White Rabbit Keyring,31,46.35,3,15.45
84550,Crochet Lilac/Red Bear Keyring,1,1.65,1,1.65
84551,Crochet Dog Keyring,1,1.65,1,1.65
84558A,3D Dog Picture Playing Cards,293,864.35,60,14.41
84559A,3D Sheet Of Dog Stickers,272,231.98,42,5.52
84559B,3D Sheet Of Cat Stickers,216,183.6,43,4.27
84562A,Pink/White Ribbed Melamine Jug,2,15.9,2,7.95
84563A,Pink & White Breakfast Tray,59,198.05,14,14.15
84563B,Blue & White Breakfast Tray,73,221.35,21,10.54
84568,Girls Alphabet Iron On Patches,12480,2332.8,23,101.43
84569A,Pack 3 Iron On Dog Patches,191,239.96,26,9.23
84569B,Pack 3 Fire Engine/Car Patches,76,95.0,11,8.64
84569C,Pack 4 Flower/Butterfly Patches,1,1.25,1,1.25
84569D,Pack 6 Heart/Ice-Cream Patches,269,338.67,34,9.96
84575A,Pink Dog Cannister,14,39.3,4,9.82
84576,Blue Cat Biscuit Barrel Pink Heart,57,111.15,9,12.35
84580,Mouse Toy With Pink T-Shirt,335,1260.05,120,10.5
84581,Dog Toy With Pink Crochet Skirt,166,623.26,70,8.9
84584,Pink Gingham Cat With Scarf,83,211.65,18,11.76
84592,Crochet Rose Purse With Suede Back,70,206.5,17,12.15
84593,Crochet Rose Des Clothes Hanger,5,14.75,1,14.75
84595E,Large Tortilla Design Red Bowl,64,109.8,9,12.2
84596B,Small Dolly Mix Design Orange Bowl,4491,2063.29,361,5.72
84596E,Small Licorice Des Pink Bowl,392,253.05,35,7.23
84596F,Small Marshmallows Pink Bowl,3301,1561.63,288,5.42
84596G,Small Chocolates Pink Bowl,1662,775.02,158,4.91
84596J,Mixed Nuts Light Green Bowl,469,205.28,27,7.6
84596L,Biscuits Small Bowl Light Blue,1039,441.36,79,5.59
84597B,Retro Brown Ball Ashtray,41,51.25,5,10.25
84597C,Retro Pink Ball Ashtray,46,57.5,13,4.42
84598,Boys Alphabet Iron On Patches,1248,262.08,5,52.42
84600,New Baroque Jewellery Box,48,367.6,20,18.38
84609,Tall Rococo Candle Holder,90,720.0,17,42.35
84613A,Pink New Baroque Flock Candlestick,6,27.9,3,9.3
84613C,Blue New Baroque Flock Candlestick,1,4.65,1,4.65
84614A,Pink Baroque Flock Candle Holder,2,11.9,1,11.9
84616,Silver Roccoco Chandelier,11,329.45,6,54.91
84617,New Baroque Black Boxes,3,38.25,3,12.75
84620,Blue Gingham Rose Cushion Cover,2,11.9,1,11.9
84625A,Pink New Baroquecandlestick Candle,455,470.75,31,15.19
84625C,Blue New Baroque Candlestick Candle,439,478.15,28,17.08
84629,White 3 Frame Birds And Tree,20,150.0,10,15.0
84631,Fruit Tree And Birds Wall Plaque,17,135.15,9,15.02
84632,Decorative Hanging Shelving Unit,6,359.7,5,71.94
84637,Kitchen Flower Pots Wall Plaque,29,172.55,13,13.27
84638,Small Kitchen Flower Pots Plaque,19,132.05,12,11.0
84658,White Stitched Cushion Cover,46,322.38,16,20.15
84659A,White Travel Alarm Clock,134,314.31,22,14.29
84660A,White Stitched Wall Clock,837,761.9,36,21.16
84660B,Black Stitched Wall Clock,697,686.23,29,23.66
84660C,Pink Stitched Wall Clock,639,590.57,27,21.87
84661A,White Square Table Clock,94,132.99,11,12.09
84661B,Black Square Table Clock,95,225.49,12,18.79
84661C,Pink Square Table Clock,62,70.1,5,14.02
84663A,Grass Hopper Wooden Wall Clock,260,324.04,25,12.96
84665,Square Cherry Blossom Cabinet,105,624.75,17,36.75
84666,Square Cherry Blossom Cabinet,24,94.8,4,23.7
84673A,Pink Fly Swat,63,40.95,25,1.64
84673B,Blue Fly Swat,135,114.21,42,2.72
84674,Flying Pig Watering Can,187,429.25,40,10.73
84675,Frog King Watering Can,9,26.55,2,13.28
84678,Classical Rose Small Vase,138,227.1,10,22.71
84679,Classical Rose Table Lamp,6,55.7,2,27.85
84683,Classical Rose Candlestand,187,147.35,7,21.05
84685,Beach Hut Key Cabinet,21,78.75,9,8.75
84686,Beach Hut Mirror,49,66.39,8,8.3
84687,Beach Hut Shelf W 3 Drawers,70,376.5,20,18.82
84688,Beach Hut Design Blackboard,34,144.5,8,18.06
84689,S/2 Beach Hut Treasure Chests,3,9.95,2,4.97
84691,Pack 20 Dolly Pegs,242,174.5,4,43.62
84692,Box Of 24 Cocktail Parasols,6808,2810.67,364,7.72
84705C,Pink Flock Photo Frame,12,15.0,1,15.0
84706D,Cherry Blossom Table Clock,6,25.7,3,8.57
84706F,Red Peony Table Clock,16,47.2,10,4.72
84707A,Silver Jewelled Mirror Trinket Tray,66,440.74,25,17.63
84707B,Pink Jewelled Mirror Trinket Tray,29,178.56,13,13.74
84708B,Pink Jewelled Photo Frame,53,256.75,14,18.34
84709B,Pink Oval Jewelled Mirror,20,119.0,11,10.82
84711A,Silver Oval Shape Trinket Box,14,139.3,7,19.9
84711B,Pink Oval Shape Trinket Box,15,149.25,8,18.66
84712B,Pink Jewelled Photo Frame,19,147.87,11,13.44
84715,Set Of 6 Ice Cream Skittles,16,47.2,3,15.73
84723,Cherry Blossom Canvas Art Picture,41,97.95,6,16.32
84725,Freestyle Canvas Art Picture,41,39.65,18,2.2
84731,3 Birds Canvas Screen,2,2.04,2,1.02
84732B,Cute Bird Ceature Screen,22,8.58,2,4.29
84732D,Cute Rabbit Ceature Screen,11,4.29,2,2.14
84741C,Citrus Garland Felt Flowers,60,117.0,14,8.36
84743C,Orange Felt Vase + Flowers,1,1.25,1,1.25
84744,S/6 Sew On Crochet Flowers,108,135.0,18,7.5
84745A,Pink Hanging Gingham Easter Hen,32,13.44,5,2.69
84745B,Blue Hanging Gingham Easter Hen,32,13.44,5,2.69
84746,Pink Easter Hens+Flower,3,11.25,1,11.25
84748,Folk Felt Hanging Multicol Garland,28,105.0,8,13.12
84750A,Pink Small Glass Cake Stand,24,46.8,1,46.8
84750B,Black Small Glass Cake Stand,61,54.99,12,4.58
84751B,Black Medium Glass Cake Stand,19,38.69,8,4.84
84754,S/15 Silver Glass Baubles In Bag,502,586.46,36,16.29
84755,Colour Glass T-Light Holder Hanging,15611,9597.71,529,18.14
84760S,Small Hanging Glass+Zinc Lantern,43,62.35,8,7.79
84763,Zinc Finish 15Cm Planter Pots,573,679.01,49,13.86
84766,Silver Rococo Candle Stick,146,340.7,14,24.34
84773,Red Rose And Lace C/Cover,3,8.85,1,8.85
84789,Enchanted Bird Plant Cage,181,599.55,43,13.94
84792,Enchanted Bird Coathanger 5 Hook,775,3475.19,190,18.29
84795B,Sunset Check Hammock,167,1249.65,40,31.24
84795C,Ocean Stripe Hammock,2,15.9,1,15.9
84796A,Pink Hawaiian Picnic Hamper For 2,14,178.5,10,17.85
84796B,Blue Savannah Picnic Hamper For 2,69,793.35,17,46.67
84798A,Pink Foxglove Artiifcial Flower,14,35.7,3,11.9
84798B,Purple Foxglove Artiifcial Flower,7,17.85,2,8.93
84799,Sprig Lavender Artificial Flower,220,155.48,9,17.28
84800L,Large White/Pink Rose Art Flower,360,639.36,22,29.06
84800M,Medium White/Pink Rose Art Flower,127,174.31,11,15.85
84800S,Small White/Pink Rose Art Flower,113,127.57,9,14.17
84801A,Pink Hydrangea Art Flower,46,96.6,5,19.32
84801B,White Hydrangea Art Flower,22,46.2,3,15.4
84802A,White Anemone Artificial Flower,2,3.38,1,3.38
84802B,Purple Anemone Artificial Flower,4,6.76,1,6.76
84803B,White Allium  Artificial Flower,15,25.35,3,8.45
84804A,Cream Delphinium Artificial Flower,70,180.58,8,22.57
84804B,Blue Delphinium Artificial Flower,99,188.37,6,31.4
84805A,Cream Climbing Hydranga Art Flower,30,52.5,3,17.5
84805B,Blue Climbing Hydranga Art Flower,38,52.5,3,17.5
84806A,Pink Candystuft Artificial Flower,137,96.89,11,8.81
84806B,White Candystuft Artificial Flower,296,394.16,19,20.75
84809A,White Chrysanthemums Art Flower,38,79.8,5,15.96
84809B,Pink Chrysanthemums Art Flower,18,37.8,1,37.8
84813,Set Of 4 Diamond Napkin Rings,145,1146.97,22,52.14
84816,Danish Rose Bedside Cabinet,13,519.35,10,51.94
84817,Danish Rose Decorative Plate,951,710.64,55,12.92
84818,Danish Rose Photo Frame,1424,1461.6,99,14.76
84819,Danish Rose Round Sewing Box,811,951.79,62,15.35
84820,Danish Rose Trinket Trays,261,484.63,31,15.63
84821,Danish Rose Deluxe Coaster,947,417.35,40,10.43
84823,Danish Rose Folding Chair,112,890.4,25,35.62
84824,Danish Rose Umbrella Stand,2,31.9,2,15.95
84826,Asstd Design 3D Paper Stickers,13702,389.38,31,12.56
84827,Ass Des Phone Sponge Craft Sticker,511,154.39,14,11.03
84828,Jungle Popsicles Ice Lolly Holders,954,1192.41,111,10.74
84832,Zinc Willie Winkie  Candle Stick,2607,2176.95,188,11.58
84836,Zinc Metal Heart Decoration,5757,7108.68,476,14.93
84840,Sweetheart Carry-All Basket,3,25.5,3,8.5
84842,Hello Sailor Bathroom Set,14,52.5,9,5.83
84843,White Soap Rack With 2 Bottles,161,864.35,41,21.08
84846A,Scented Candle In Digitalis Tin,53,111.3,10,11.13
84847,Floral Bathroom Set,21,78.75,11,7.16
84849A,Hello Sailor Blue Soap Holder,155,261.95,31,8.45
84849B,Fairy Soap Soap Holder,232,392.08,57,6.88
84849D,Hot Baths Soap Holder,479,809.51,102,7.94
84854,Girly Pink Tool Set,5,24.75,1,24.75
84857B,Blue Monte Carlo Handbag,24,46.8,1,46.8
84857C,Pink Monte Carlo Handbag,95,198.35,8,24.79
84858C,Pink Riviera Handbag,185,250.05,5,50.01
84859A,Silver Disco Handbag,123,248.21,30,8.27
84859B,Blue Disco Handbag,31,62.63,10,6.26
84859C,Pink Disco Handbag,83,176.39,21,8.4
84865,New Baroque Black Photo Album,26,115.55,11,10.5
84870B,Blue Geisha Girl,20,75.0,10,7.5
84870C,Green Geisha Girl,20,75.0,10,7.5
84872A,Teatime Funky Flower Backpack For 2,3,50.85,3,16.95
84873A,Funky Flower Picnic Bag For 4,2,33.9,2,16.95
84874B,Blue Travel First Aid Kit,34,56.1,7,8.01
84875B,Green Square Compact Mirror,125,168.75,15,11.25
84875D,Blue Square Compact Mirror,51,63.75,8,7.97
84876B,Green Heart Compact Mirror,203,253.75,20,12.69
84876D,Blue Heart Compact Mirror,125,191.25,12,15.94
84877A,Pink Round Compact Mirror,12,15.0,1,15.0
84877B,Green Round Compact Mirror,126,157.5,9,17.5
84877D,Blue Round Compact Mirror,88,122.5,11,11.14
84879,Assorted Colour Bird Ornament,35362,56580.34,1375,41.15
84880,White Wire Egg Holder,303,1896.15,65,29.17
84881,Blue Wire Spiral Candle Holder,11,69.85,5,13.97
84882,Green Wire Standing Candle Holder,34,127.5,15,8.5
84884A,Ant White Wire Heart Spiral,286,1076.66,64,16.82
84898F,Yellow Flowers Felt Handbag Kit,45,94.5,18,5.25
84905,Pink Butterfly Cushion Cover,12,59.4,2,29.7
84906,Pink B'Fly C/Cover W Bobbles,28,98.6,10,9.86
84907,Pink Yellow Patch Cushion Cover,5,38.25,3,12.75
84910A,Pink Paisley Cushion Cover,10,59.5,6,9.92
84912A,Pink Rose Washbag,103,386.25,38,10.16
84912B,Green Rose Washbag,149,558.75,46,12.15
84913A,Soft Pink Rose Towel,37,172.05,10,17.21
84913B,Mint Green Rose Towel,70,325.5,20,16.27
84915,Hand Towel Pink Flower And Daisy,199,281.95,11,25.63
84916,Hand Towel Pale Blue W Flowers,212,407.4,18,22.63
84917,White Hand Towel With Butterfly,170,400.5,14,28.61
84919,Blue Cushion Cover With Flower,29,201.55,9,22.39
84920,Pink Flower Fabric Pony,73,273.75,26,10.53
84921,Cream And Pink Flowers Pony,11,41.25,5,8.25
84922,Pink Butterfly Washbag,8,34.0,5,6.8
84924A,Wake Up Cockerel Calendar Sign,72,281.13,24,11.71
84924F,Psychedelic Metal Sign Calendar,10,7.9,3,2.63
84925D,La Palmiera Wall Thermometer,15,38.25,10,3.82
84925F,Psychedelic Wall Thermometer,80,112.48,14,8.03
84926A,Wake Up Cockerel Tile Coaster,597,198.09,31,6.39
84926D,La Palmiera Tile Coaster,705,266.64,31,8.6
84926E,Flowers Tile Coaster,990,329.84,37,8.91
84926F,Psychedelic Tile Coaster,423,178.0,23,7.74
84927A,Wake Up Cockerel Tile Hook,46,53.85,14,3.85
84927D,La Palmiera Tile Hook,45,39.78,11,3.62
84927E,Flowers Tile Hook,57,71.82,11,6.53
84927F,Psychedelic Tile Hook,295,166.35,40,4.16
84929,Asstd Fruit+Flowers Fridge Magnets,2244,545.16,62,8.79
84931A,Pink Scottie Dog W Flower Pattern,84,214.2,22,9.74
84931B,Blue Scottie Dog W Flower Pattern,134,341.7,25,13.67
84944,Set Of 6 Kashmir Folkart Baubles,564,1016.4,71,14.32
84945,Multi Colour Silver T-Light Holder,10279,8269.45,306,27.02
84946,Antique Silver Tea Glass Etched,16473,19239.42,677,28.42
84947,Antique Silver Tea Glass Engraved,8273,9339.34,278,33.59
84949,Silver Hanging T-Light Holder,4665,7193.25,250,28.77
84950,Assorted Colour T-Light Holder,3361,1990.97,87,22.88
84951A,Set Of 4 Pistachio Lovebird Coaster,363,315.06,33,9.55
84951B,Set Of 4 Black Lovebird Coasters,334,318.44,31,10.27
84952A,Clear Love Bird T-Light Holder,38,146.21,6,24.37
84952B,Black Love Bird T-Light Holder,145,247.46,13,19.04
84952C,Mirror Love Bird T-Light Holder,140,225.0,9,25.0
84963A,Pink Painted Kashmiri Chair,4,171.8,1,171.8
84963B,Blue Painted Kashmiri Chair,3,149.85,1,149.85
84968A,Set Of 16 Vintage Rose Cutlery,147,1787.85,48,37.25
84968B,Set Of 16 Vintage Ivory Cutlery,2,25.5,2,12.75
84968C,Set Of 16 Vintage Pistachio Cutlery,94,1198.5,48,24.97
84968D,Set Of 16 Vintage Red Cutlery,62,814.92,31,26.29
84968E,Set Of 16 Vintage Black Cutlery,87,1035.06,22,47.05
84968F,Set Of 16 Vintage Sky Blue Cutlery,78,951.3,30,31.71
84969,Box Of 6 Assorted Colour Teaspoons,295,1267.99,73,17.37
84970L,Single Heart Zinc T-Light Holder,5700,5664.78,336,16.86
84970S,Hanging Heart Zinc T-Light Holder,8470,6830.59,412,16.58
84971S,Small Heart Flowers Hook,1679,1386.75,114,12.16
84974,S/2 Zinc Heart Design Planters,40,398.0,28,14.21
84975,Heart Shaped Mirror,5,8.45,2,4.22
84976,Rectangular Shaped Mirror,502,420.68,29,14.51
84978,Hanging Heart Jar T-Light Holder,10980,12674.72,572,22.16
84984A,Green Peony Cushion Cover,19,88.35,6,14.72
84984B,Red Peony Cushion Cover,17,79.05,5,15.81
84984D,Oriental Red Cushion Cover,13,60.45,4,15.11
84985A,Set Of 72 Green Paper Doilies,42,60.9,18,3.38
84987,Set Of 36 Teatime Paper Doilies,2928,4078.68,240,16.99
84988,Set Of 72 Pink Heart Paper Doilies,3954,5566.68,307,18.13
84989A,75 Green Fairy Cake Cases,28,15.4,17,0.91
84990,60 Gold And Silver Fairy Cake Cases,2,1.1,2,0.55
84991,60 Teatime Fairy Cake Cases,17689,8618.37,657,13.12
84992,72 Sweetheart Fairy Cake Cases,13070,6274.9,501,12.52
84993A,75 Green Petit Four Cases,305,128.1,33,3.88
84993B,75 Black Petit Four Cases,57,23.94,17,1.41
84997A,Green 3 Piece Polkadot Cutlery Set,2525,9618.29,234,41.1
84997B,Red 3 Piece Retrospot Cutlery Set,4035,15158.81,326,46.5
84997C,Blue 3 Piece Polkadot Cutlery Set,3694,14044.74,308,45.6
84997D,Pink 3 Piece Polkadot Cutlery Set,4922,18807.0,424,44.36
85006,Set 4 Nursery Des Round Boxes,55,57.25,9,6.36
85008,Set Of 3 Coney Island Oval Boxes,12,55.95,7,7.99
85014A,Black/Blue Polkadot Umbrella,1133,6367.94,256,24.87
85014B,Red Retrospot Umbrella,1846,10247.47,303,33.82
85015,Set Of 12  Vintage Postcard Set,2130,1591.42,113,14.08
85016,Set Of 6 Vintage Notelets Kit,522,459.0,25,18.36
85017A,Envelope 50 Romantic Images,6,5.1,2,2.55
85017B,Envelope 50 Blossom Images,947,491.55,74,6.64
85017C,Envelope 50 Curious Images,50,27.02,10,2.7
85018D,Yuletide Images S/6 Paper Boxes,12,30.6,7,4.37
85019A,Romantic Images Notebook Set,409,547.25,28,19.54
85019B,Blossom  Images Notebook Set,498,640.5,25,25.62
85019C,Curious  Images Notebook Set,181,262.25,10,26.22
85020,Round Pink Heart Mirror,78,163.8,16,10.24
85023B,Eau De Nile Jewelled Photoframe,104,232.8,12,19.4
85024B,Eau De Nile Jewelled Photoframe,193,289.65,12,24.14
85024C,Pink Small Jewelled Photoframe,12,19.8,9,2.2
85025B,Eau De Nile Heart Shape Photo Frame,305,474.45,21,22.59
85025C,Pink Heart Shape Photo Frame,308,478.0,28,17.07
85026B,Eau De Nile Jewelled T-Light Holder,75,63.75,9,7.08
85027L,French Chateau Large Platter,70,160.5,18,8.92
85028L,French Chateau Large Fruit Bowl,10,19.5,4,4.88
85028S,French Chateau Small Fruitbowl,24,51.6,8,6.45
85030,French Chateau Oval Platter,15,29.25,6,4.88
85031A,Romantic Images Scrap Book Set,16,45.9,7,6.56
85031B,Blossom Images Scrap Book Set,1,4.95,1,4.95
85031C,Curious Images Scrap Book Set,3,14.85,1,14.85
85032A,Romantic Images Gift Wrap Set,738,679.8,96,7.08
85032B,Blossom Images Gift Wrap Set,751,663.6,93,7.14
85032C,Curious Images Gift Wrap Set,597,566.4,84,6.74
85032D,Yuletide Images Gift Wrap Set,630,467.5,58,8.06
