StockCode,Description,TotalQuantity,AvgQuantity,StdQuantity,FirstSale,LastSale,DaysActive,DailyTurnover
85039A,Set/4 Red Mini Rose Candle In Bowl,445,10.6,18.18,2010-12-15 11:21:00,2011-12-07 14:12:00,357,1.25
85039B,S/4 Ivory Mini Rose Candle In Bowl,491,9.44,20.36,2010-12-09 14:19:00,2011-12-07 12:41:00,362,1.36
85039C,S/4 Black Mini Rose Candle In Bowl,222,18.5,30.03,2010-12-08 12:08:00,2011-11-28 15:54:00,355,0.63
85040A,S/4 Pink Flower Candles In Bowl,807,6.11,7.05,2010-12-12 16:14:00,2011-12-07 12:41:00,359,2.25
85040B,Set/4 Blue Flower Candles In Bowl,135,3.86,2.8,2010-12-09 14:19:00,2011-04-10 12:53:00,121,1.12
85045,Green Christmas Tree String 20Light,41,4.1,7.09,2010-12-01 15:37:00,2011-11-02 12:45:00,335,0.12
85047,White Beaded Garland String 20Light,3,1.5,0.71,2011-01-25 13:38:00,2011-01-27 15:36:00,2,1.5
85048,15Cm Christmas Glass Ball 20 Lights,1266,5.86,7.9,2010-12-01 15:37:00,2011-12-07 14:34:00,370,3.42
85049A,Traditional Christmas Ribbons,2907,10.61,22.1,2010-12-01 09:56:00,2011-12-09 12:20:00,373,7.79
85049B,Lush Greens Ribbons,54,4.15,6.11,2010-12-03 10:33:00,2011-01-26 14:19:00,54,1.0
85049C,Romantic Pinks Ribbons,1198,5.65,10.63,2010-12-01 11:29:00,2011-12-07 13:12:00,371,3.23
85049D,Bright Blues Ribbons,539,5.08,5.57,2010-12-01 11:29:00,2011-09-28 15:50:00,301,1.79
85049E,Scandinavian Reds Ribbons,2747,7.92,11.02,2010-12-01 11:21:00,2011-12-09 12:20:00,373,7.36
85049F,Baby Boom Ribbons,374,4.25,4.31,2010-12-02 13:44:00,2011-09-26 12:45:00,297,1.26
85049G,Chocolate Box Ribbons,1580,6.48,13.73,2010-12-01 11:29:00,2011-12-07 13:12:00,371,4.26
85049H,Urban Black Ribbons,448,5.82,6.15,2010-12-01 11:57:00,2011-12-05 17:17:00,369,1.21
85053,French Enamel Candleholder,1549,6.3,8.64,2010-12-09 11:28:00,2011-12-09 12:00:00,365,4.24
85054,French Enamel Pot W Lid,551,6.12,6.13,2010-12-05 10:36:00,2011-11-28 15:54:00,358,1.54
85055,French Enamel Utensil Holder,37,3.7,5.85,2010-12-05 10:36:00,2011-01-18 10:22:00,43,0.86
85059,French Enamel Water Basin,290,3.62,3.21,2010-12-07 15:54:00,2011-12-08 12:15:00,365,0.79
85061W,White Jewelled Heart Decoration,1986,16.41,28.11,2010-12-02 12:10:00,2011-12-08 14:38:00,371,5.35
85062,Pearl Crystal Pumpkin T-Light Hldr,1380,10.22,9.17,2010-12-05 15:38:00,2011-12-07 14:34:00,366,3.77
85064,Cream Sweetheart Letter Rack,205,8.91,32.95,2010-12-01 14:41:00,2011-01-27 12:40:00,56,3.66
85066,Cream Sweetheart Mini Chest,1705,3.75,10.15,2010-12-02 17:41:00,2011-12-09 10:45:00,371,4.6
85067,Cream Sweetheart Wall Cabinet,7,1.4,0.89,2010-12-01 14:03:00,2011-01-13 15:18:00,43,0.16
85071A,Blue Charlie+Lola Personal Doorsign,976,10.61,13.6,2010-12-01 14:05:00,2011-12-06 12:12:00,369,2.64
85071B,Red Charlie+Lola Personal Doorsign,1256,11.42,18.84,2010-12-01 09:37:00,2011-12-08 09:47:00,372,3.38
85071C,"Charlie+Lola""Extremely Busy"" Sign",607,8.32,13.31,2010-12-01 14:05:00,2011-12-09 11:34:00,372,1.63
85071D,Charlie+Lola My Room Door Sign,362,5.48,6.73,2010-12-02 09:43:00,2011-12-06 12:12:00,369,0.98
85078,Scandinavian 3 Hearts Napkin Ring,1746,26.86,32.61,2010-12-03 15:45:00,2011-10-31 14:09:00,331,5.27
85084,Holly Top Christmas Stocking,17,2.83,1.72,2010-12-10 12:14:00,2010-12-15 11:26:00,4,4.25
85086A,Candy Spot Heart Decoration,45,5.62,3.16,2010-12-10 11:42:00,2011-06-29 16:07:00,201,0.22
85087,Candy Spot Cushion Cover,40,5.71,3.15,2011-01-14 13:41:00,2011-09-27 17:03:00,256,0.16
85088,Candy Spot Hand Bag,188,8.95,12.62,2011-03-10 08:29:00,2011-11-24 16:06:00,259,0.73
85089,Candy Spot Bunny,14,2.33,1.21,2011-01-05 15:56:00,2011-11-17 15:08:00,315,0.04
85092,Candy Spot Tea Cosy,27,13.5,14.85,2011-02-07 11:42:00,2011-02-20 13:21:00,13,2.08
85093,Candy Spot Egg Warmer Hare,451,21.48,17.77,2011-01-07 12:28:00,2011-11-03 16:56:00,300,1.5
85094,Candy Spot Egg Warmer Rabbit,502,16.19,17.08,2011-01-07 12:28:00,2011-12-04 11:24:00,330,1.52
85095,Three Canvas Luggage Tags,66,6.6,5.54,2010-12-01 12:23:00,2011-12-05 17:17:00,369,0.18
85096,Hilda Candy Spot Rabbit,20,1.67,0.65,2011-01-05 15:56:00,2011-12-05 17:36:00,334,0.06
85099B,Jumbo Bag Red Retrospot,46181,28.54,66.7,2010-12-01 09:57:00,2011-12-09 09:38:00,372,124.14
85099C,Jumbo  Bag Baroque Black White,12793,19.41,39.2,2010-12-01 09:37:00,2011-12-09 12:19:00,373,34.3
85099F,Jumbo Bag Strawberry,16807,25.31,60.05,2010-12-01 11:45:00,2011-12-08 15:23:00,372,45.18
85103,Silver T-Light Setting,91,15.17,17.38,2010-12-16 19:19:00,2011-07-19 12:38:00,214,0.43
85104,Silver Glass T-Light Set,196,14.0,37.55,2010-12-01 13:21:00,2011-12-06 12:18:00,369,0.53
85106,Cut Glass Hexagon T-Light Holder,530,53.0,158.47,2010-12-02 13:49:00,2011-11-28 13:37:00,360,1.47
85107,Cut Glass T-Light Holder Octagon,243,8.38,10.46,2010-12-09 12:49:00,2011-12-06 16:32:00,362,0.67
85109,Pink Boudoir T-Light Holder,12,12.0,,2010-12-19 14:03:00,2010-12-19 14:03:00,0,inf
85111,Silver Glitter Flower Votive Holder,1407,26.06,54.65,2010-12-03 15:45:00,2011-12-08 19:24:00,370,3.8
85114A,Black Enchanted Forest Placemat,585,13.93,27.27,2010-12-02 14:42:00,2011-12-01 19:42:00,364,1.61
85114B,Ivory Enchanted Forest Placemat,394,7.58,11.24,2010-12-01 13:17:00,2011-12-07 14:43:00,371,1.06
85114C,Red Enchanted Forest Placemat,457,7.25,11.32,2010-12-01 13:17:00,2011-12-06 14:23:00,370,1.24
85116,Black Candelabra T-Light Holder,694,18.26,25.43,2010-12-01 11:45:00,2011-10-14 11:08:00,316,2.2
85118,Heart T-Light Holder,142,23.67,15.5,2010-12-08 13:08:00,2011-01-13 14:55:00,36,3.94
85123A,White Hanging Heart T-Light Holder,36782,18.07,76.0,2010-12-01 08:26:00,2011-12-09 11:34:00,373,98.61
85124B,Blue Juicy Fruit Photo Frame,82,2.83,1.93,2010-12-02 13:32:00,2011-11-06 14:29:00,339,0.24
85124C,Green Juicy Fruit Photo Frame,84,2.71,2.44,2010-12-02 13:32:00,2011-10-23 12:46:00,324,0.26
85125,Small Round Cut Glass Candlestick,129,6.79,8.61,2011-01-19 17:17:00,2011-11-27 11:12:00,311,0.41
85127,Small Square Cut Glass Candlestick,80,4.0,4.09,2010-12-02 13:14:00,2011-11-24 12:40:00,356,0.22
85129B,Beaded Crystal Heart Green Small,101,6.31,6.54,2010-12-05 13:55:00,2011-12-05 17:17:00,365,0.28
85129C,Beaded Crystal Heart Blue Small,77,6.42,8.77,2010-12-03 13:43:00,2011-11-10 12:37:00,341,0.23
85129D,Beaded Crystal Heart Pink Small,166,4.74,5.35,2010-12-05 13:55:00,2011-12-05 17:17:00,365,0.45
85130A,Beaded Pearl Heart White Large,77,7.7,9.18,2010-12-03 13:43:00,2011-05-23 16:32:00,171,0.45
85130B,Beaded Crystal Heart Green Large,816,16.32,14.61,2010-12-19 14:58:00,2011-12-07 14:12:00,352,2.32
85130C,Beaded Crystal Heart Blue  Large,479,10.64,11.49,2011-01-20 12:20:00,2011-12-07 14:12:00,321,1.49
85130D,Beaded Crystal Heart Pink Large,552,10.62,13.43,2010-12-05 12:43:00,2011-12-07 14:12:00,367,1.5
85131A,Beaded Pearl Heart White On Stick,469,18.76,28.36,2010-12-03 10:43:00,2011-10-30 15:55:00,331,1.42
85131B,Beaded Crystal Heart Green On Stick,142,10.92,12.33,2011-01-16 11:07:00,2011-12-05 17:17:00,323,0.44
85131C,Beaded Crystal Heart Blue On Stick,73,6.64,6.96,2011-01-16 11:07:00,2011-11-14 15:27:00,302,0.24
85131D,Beaded Crystal Heart Pink On Stick,115,9.58,5.93,2011-01-16 11:07:00,2011-12-05 15:59:00,323,0.36
85132A,Charlie + Lola Biscuits Tins,455,8.75,10.01,2010-12-02 12:33:00,2011-05-24 11:31:00,172,2.65
85132B,Charlie And Lola Table Tins,513,8.55,13.93,2010-12-02 12:33:00,2011-06-19 13:26:00,199,2.58
85132C,Charlie And Lola Figures Tins,1404,11.06,11.97,2010-12-02 12:33:00,2011-08-28 14:39:00,269,5.22
85135A,Yellow Dragonfly Helicopter,15,2.5,3.67,2010-12-21 09:47:00,2011-11-24 14:40:00,338,0.04
85135B,Blue Dragonfly Helicopter,47,1.34,0.64,2010-12-01 14:05:00,2011-11-17 13:16:00,350,0.13
85135C,Red Dragonfly Helicopter,78,1.56,0.93,2010-12-03 17:28:00,2011-12-08 17:37:00,370,0.21
85136A,Yellow Shark Helicopter,51,1.31,0.86,2010-12-01 14:05:00,2011-12-06 12:21:00,369,0.14
85136B,Blue Shark Helicopter,2,1.0,0.0,2010-12-12 12:44:00,2010-12-14 13:31:00,2,1.0
85136C,Red Shark Helicopter,35,1.4,0.71,2010-12-01 14:05:00,2011-12-08 13:26:00,371,0.09
85141,Jardin Etched Glass Fruitbowl,123,2.93,3.94,2010-12-15 12:09:00,2011-06-16 14:26:00,183,0.67
85144,Jardin Etched Glass Butter Dish,222,5.05,10.11,2010-12-02 15:46:00,2011-05-03 13:52:00,151,1.47
85145,Jardin Etched Glass Large Bell Jar,38,2.71,2.92,2011-03-25 17:34:00,2011-04-28 16:11:00,33,1.15
85146,Jardin Etched Glass Small Bell Jar,43,4.78,3.96,2010-12-15 13:24:00,2011-04-07 13:11:00,112,0.38
85150,Ladies & Gentlemen Metal Sign,3899,10.57,23.63,2010-12-01 11:21:00,2011-12-08 13:59:00,372,10.48
85152,Hand Over The Chocolate   Sign,8164,13.7,37.29,2010-12-01 10:39:00,2011-12-09 08:48:00,372,21.95
85159A,"Black Tea,Coffee,Sugar Jars",451,10.02,6.79,2010-12-02 13:08:00,2011-12-04 15:19:00,367,1.23
85159B,"White Tea,Coffee,Sugar Jars",622,10.54,8.52,2010-12-14 12:59:00,2011-11-30 17:22:00,351,1.77
85160B,Black Bird Garden Design Mug,105,6.56,2.97,2011-01-30 10:19:00,2011-11-13 16:22:00,287,0.37
85161,Acrylic Geometric Lamp,12,1.33,0.71,2011-03-16 13:29:00,2011-11-27 11:47:00,255,0.05
85163A,White Baroque Wall Clock,45,2.5,3.59,2010-12-17 14:24:00,2011-11-23 15:44:00,341,0.13
85163B,Black Baroque Wall Clock,44,3.14,4.0,2010-12-17 14:24:00,2011-11-23 15:44:00,341,0.13
85167B,Black Grand Baroque Photo Frame,48,6.86,10.4,2010-12-05 12:57:00,2011-04-08 09:25:00,123,0.39
85168B,Black Baroque Carriage Clock,17,2.43,2.51,2011-06-20 09:04:00,2011-12-05 17:17:00,168,0.1
85169A,Ivory Love Bird Candle,502,10.24,11.58,2010-12-06 12:55:00,2011-12-08 13:50:00,367,1.37
85169B,Black Love Bird Candle,201,8.04,8.29,2010-12-01 11:45:00,2011-11-30 14:00:00,364,0.55
85169C,Eau De Nil Love Bird Candle,336,16.0,28.41,2010-12-16 13:15:00,2011-12-08 19:28:00,357,0.94
85169D,Pink Love Bird Candle,232,10.55,15.43,2010-12-13 15:44:00,2011-11-29 12:07:00,350,0.66
85170A,Set/6 Ivory Bird T-Light Candles,1,1.0,,2010-12-07 15:54:00,2010-12-07 15:54:00,0,inf
85170B,Set/6 Black Bird T-Light Candles,179,7.78,15.56,2010-12-07 15:39:00,2011-11-29 17:52:00,357,0.5
85170C,Set/6 Eau De Nil Bird T-Lights,252,8.69,13.25,2010-12-09 10:45:00,2011-11-29 17:52:00,355,0.71
85170D,Set/6 Pink Bird T-Light Candles,355,6.96,11.38,2010-12-05 15:47:00,2011-12-05 17:17:00,365,0.97
85172,Hyacinth Bulb T-Light Candles,1328,30.18,28.91,2010-12-01 12:15:00,2011-12-05 13:44:00,369,3.6
85173,Set/6 Frog Prince T-Light Candles,434,8.68,12.29,2010-12-14 12:59:00,2011-12-09 10:46:00,359,1.21
85174,S/4 Cacti Candles,497,5.92,7.52,2010-12-01 16:11:00,2011-12-08 19:24:00,372,1.34
85175,Cacti T-Light Candles,5217,39.82,55.81,2010-12-02 10:17:00,2011-11-28 11:18:00,361,14.45
85176,Sewing Susan 21 Needle Set,626,8.35,7.75,2010-12-08 10:21:00,2011-12-08 13:50:00,365,1.72
85177,Basket Of Flowers Sewing Kit,775,18.02,44.69,2010-12-02 13:38:00,2011-12-05 17:17:00,368,2.11
85178,Victorian Sewing Kit,2371,23.71,48.78,2010-12-02 15:19:00,2011-12-05 17:17:00,368,6.44
85179A,Green Bitty Light Chain,119,7.0,7.79,2010-12-05 12:53:00,2011-12-06 17:23:00,366,0.33
85179C,Pink Bitty Light Chain,69,9.86,7.78,2011-07-28 16:21:00,2011-12-08 13:04:00,132,0.52
85180A,Red Hearts Light Chain,434,11.42,11.03,2010-12-14 12:59:00,2011-12-05 17:17:00,356,1.22
85180B,Pink Hearts Light Chain,196,9.33,13.0,2010-12-14 12:59:00,2011-12-06 17:23:00,357,0.55
85183A,Charlie & Lola Wastepaper Bin Blue,657,7.92,9.93,2010-12-13 09:29:00,2011-12-05 14:49:00,357,1.84
85183B,Charlie & Lola Wastepaper Bin Flora,977,9.13,11.26,2010-12-01 09:37:00,2011-12-04 15:28:00,368,2.65
85184C,S/4 Valentine Decoupage Heart Box,1523,10.88,21.27,2010-12-01 11:49:00,2011-12-05 15:51:00,369,4.13
85185B,Pink Horse Sock Puppet,291,4.28,4.45,2010-12-02 14:09:00,2011-11-30 17:37:00,363,0.8
85185D,Frog Sock Puppet,15,1.88,1.81,2010-12-02 14:09:00,2011-05-25 17:12:00,174,0.09
85186A,Easter Bunny Garland Of Flowers,525,13.46,12.62,2011-01-14 10:10:00,2011-04-14 19:15:00,90,5.83
85186C,Bunny Egg Garland,413,12.15,13.29,2011-01-13 13:36:00,2011-10-20 09:28:00,279,1.48
85187,S/12 Mini Rabbit Easter,324,5.4,8.62,2010-12-05 13:42:00,2011-11-27 13:26:00,356,0.91
85188A,Green Metal Swinging Bunny,302,8.88,8.31,2011-01-27 15:38:00,2011-04-21 10:19:00,83,3.64
85188B,Pink Metal Swinging Bunny,75,9.38,8.18,2011-01-17 15:19:00,2011-03-27 12:06:00,68,1.1
85189,Hanging Butterfly  Egg,9,2.25,0.96,2011-01-13 12:10:00,2011-03-16 15:45:00,62,0.15
85194L,Hanging Spring Flower Egg Large,901,15.81,20.26,2010-12-14 12:58:00,2011-11-22 16:47:00,343,2.63
85194S,Hanging Spring Flower Egg Small,1163,21.15,19.18,2011-01-05 09:51:00,2011-12-04 12:32:00,333,3.49
85195,Hanging Heart Basket,11,3.67,3.79,2010-12-14 12:58:00,2011-03-16 15:45:00,92,0.12
85197,Set Of 12 Mini Bunnies In A Bucket,33,1.74,0.93,2011-01-11 12:11:00,2011-07-29 17:28:00,199,0.17
85198,Assorted Farmyard Animals In Bucket,86,14.33,4.8,2011-01-17 15:19:00,2011-05-18 16:37:00,121,0.71
85199L,Large Hanging Ivory & Red Wood Bird,925,14.23,14.99,2010-12-01 13:54:00,2011-12-08 09:40:00,371,2.49
85199S,Small Hanging Ivory/Red Wood Bird,2234,13.14,18.26,2010-12-01 13:54:00,2011-12-08 15:31:00,372,6.01
85200,Bunny Egg Box,183,6.78,5.46,2011-01-16 16:23:00,2011-04-18 13:36:00,91,2.01
85202,Hanging Wood And Felt Heart,300,6.12,6.25,2011-01-25 13:15:00,2011-11-29 13:12:00,307,0.98
85203,Hanging Wood And Felt Butterfly,570,10.36,14.28,2011-01-11 12:11:00,2011-12-05 15:59:00,328,1.74
85204,Hanging Wood And Felt Flower,1876,42.64,81.05,2011-01-11 12:11:00,2011-12-07 15:07:00,330,5.68
85205B,Pink Felt Easter Rabbit Garland,116,4.64,4.27,2010-12-17 12:38:00,2011-04-18 14:50:00,122,0.95
85206A,Cream Felt Easter Egg Basket,916,8.64,16.46,2010-12-05 12:01:00,2011-03-16 12:26:00,101,9.07
85206B,Pink Felt Easter Egg Basket,14,3.5,3.11,2011-01-13 11:48:00,2011-01-20 19:16:00,7,2.0
85208,Set/12 Funky Felt Flower Peg In Bag,161,6.44,18.99,2010-12-05 13:42:00,2011-11-29 10:57:00,358,0.45
85211,S/4 Groovy Cat Magnets,142,7.47,8.97,2010-12-15 13:37:00,2011-10-13 12:21:00,301,0.47
85212,Mini Painted Garden Decoration,2452,33.59,63.65,2010-12-15 14:45:00,2011-12-07 12:55:00,356,6.89
85213,Mini  Zinc Garden Decorations,821,32.84,93.56,2011-01-17 16:23:00,2011-07-31 11:45:00,194,4.23
85214,Tub 24 Pink Flower Pegs,103,2.4,2.84,2010-12-02 18:15:00,2011-08-10 16:19:00,250,0.41
85215,Assorted Cheese Fridge Magnets,163,20.38,22.99,2010-12-05 15:26:00,2011-08-10 15:29:00,248,0.66
85216,Assorted Cakes Fridge Magnets,55,6.88,3.6,2010-12-02 11:41:00,2011-11-18 12:48:00,351,0.16
85224,Assorted Colour Silk Glasses Case,3,3.0,,2011-03-23 16:45:00,2011-03-23 16:45:00,0,inf
85225,Bling Key Ring Stand,6,2.0,1.73,2011-04-28 16:11:00,2011-12-07 08:45:00,222,0.03
85227,Set Of 6 3D Kit Cards For Kids,1322,8.31,15.56,2010-12-02 12:28:00,2011-12-06 11:58:00,368,3.59
85230A,Opium Scented Votive Candle,840,46.67,39.02,2010-12-20 13:10:00,2011-12-02 12:52:00,346,2.43
85230B,Cinnamon Scented Votive Candle,1264,33.26,29.33,2010-12-03 14:26:00,2011-12-06 15:43:00,368,3.43
85230E,Strawbry Scented Votive Candle,1101,45.88,40.06,2010-12-10 15:45:00,2011-09-11 15:44:00,274,4.02
85230F,Jasmine Votive Candle,338,28.17,13.5,2010-12-03 14:26:00,2011-11-10 13:28:00,341,0.99
85230G,Orange Votive Candle,1032,41.28,39.51,2010-12-08 14:59:00,2011-12-02 12:52:00,358,2.88
85231B,Cinammon Set Of 9 T-Lights,798,7.19,9.85,2010-12-01 12:23:00,2011-12-08 13:50:00,372,2.15
85231G,Orange Scented Set/9 T-Lights,573,8.55,12.59,2010-12-01 12:23:00,2011-10-04 11:29:00,306,1.87
85232A,Set/3 Polkadot Stacking Tins,74,2.96,4.49,2010-12-17 15:14:00,2011-06-06 16:41:00,171,0.43
85232B,Set Of 3 Babushka Stacking Tins,268,26.8,74.94,2010-12-01 14:41:00,2011-02-11 13:53:00,71,3.77
85232D,Set/3 Decoupage Stacking Tins,175,3.24,4.33,2010-12-07 14:57:00,2011-12-07 17:05:00,365,0.48
90000A,Raspberry Ant Copper Flower Necklac,11,1.83,0.75,2011-02-20 14:31:00,2011-11-08 17:09:00,261,0.04
90000B,Midnight Blue Copper Flower Necklac,3,1.5,0.71,2011-02-20 14:31:00,2011-06-13 14:16:00,112,0.03
90000D,Copper/Olive Green Flower Necklace,6,1.5,0.58,2011-02-20 14:31:00,2011-10-11 11:38:00,232,0.03
90001A,Antique Raspberry Flower Earrings,2,2.0,,2011-06-13 14:16:00,2011-06-13 14:16:00,0,inf
90001B,Antique Mid Blue Flower Earrings,4,2.0,0.0,2011-06-13 14:16:00,2011-08-25 10:26:00,72,0.06
90001C,Antique Opal White Flower Earrings,2,1.0,0.0,2011-04-10 15:19:00,2011-10-20 15:57:00,193,0.01
90001D,Antique Olive Green Flower Earrings,5,1.67,0.58,2011-06-13 14:16:00,2011-10-09 15:24:00,118,0.04
90002D,Flower Burst Silver Ring Crystal,10,1.67,1.21,2010-12-02 15:49:00,2011-05-08 16:13:00,157,0.06
90003B,Rose Colour Pair Heart Hair Slides,6,2.0,1.73,2010-12-12 11:06:00,2011-09-23 14:49:00,285,0.02
90003C,Midnight Blue Pair Heart Hair Slide,12,2.4,1.52,2010-12-12 11:06:00,2011-09-23 14:49:00,285,0.04
90003D,Crystal Pair Heart Hair Slides,18,2.57,1.4,2010-12-12 11:06:00,2011-11-07 11:41:00,330,0.05
90003E,Green Pair Heart Hair Slides,8,4.0,0.0,2011-08-23 09:57:00,2011-09-23 14:49:00,31,0.26
90010A,Midnight Blue Glass/Silver Bracelet,7,1.4,0.55,2011-02-09 15:33:00,2011-09-14 12:29:00,216,0.03
90010B,Black/White Glass/Silver Bracelet,7,2.33,1.53,2011-01-13 15:11:00,2011-04-10 11:45:00,86,0.08
90010E,Amber Glass/Silver Bracelet,10,1.43,0.53,2011-01-27 15:36:00,2011-10-20 15:57:00,266,0.04
90011A,Midnight Blue Crystal Drop Earrings,1,1.0,,2011-11-24 14:40:00,2011-11-24 14:40:00,0,inf
90011B,Black Crystal Drop Earrings,7,3.5,3.54,2011-02-11 16:19:00,2011-09-06 16:02:00,206,0.03
90012A,Midnight Blue Drop Crystal Necklace,8,4.0,2.83,2011-10-06 16:57:00,2011-10-11 11:38:00,4,2.0
90012B,Black Drop Crystal Necklace,12,6.0,0.0,2011-10-11 11:38:00,2011-11-13 11:46:00,33,0.36
90013A,Midnight Blue Vintage Earrings,16,5.33,2.31,2011-08-08 10:11:00,2011-11-11 12:44:00,95,0.17
90013C,Green Vintage Earrings,11,2.75,1.5,2011-05-22 14:44:00,2011-11-29 10:57:00,190,0.06
90014A,Silver/Mop Orbit Necklace,16,1.6,1.58,2010-12-17 17:23:00,2011-11-08 17:09:00,325,0.05
90014B,Gold M Pearl  Orbit Necklace,10,1.25,0.46,2010-12-13 14:16:00,2011-10-26 12:46:00,316,0.03
90014C,Silver/Black Orbit Necklace,4,1.33,0.58,2011-03-31 19:12:00,2011-11-27 15:38:00,240,0.02
90016A,Silver/M.O.P Pendant Orbit Necklace,14,3.5,3.79,2011-01-27 15:36:00,2011-10-26 12:28:00,271,0.05
90016B,Gold/M.O.P Pendant Orbit Necklace,9,1.12,0.35,2011-01-27 15:36:00,2011-11-27 15:18:00,303,0.03
90018A,Silver M.O.P Orbit Drop Earrings,17,1.89,0.93,2011-02-14 15:23:00,2011-11-07 15:49:00,266,0.06
90018B,Gold M.O.P Orbit Drop Earrings,8,1.6,0.55,2011-02-20 14:31:00,2011-10-26 12:46:00,247,0.03
90018C,Silver Black Orbit Drop Earrings,6,2.0,0.0,2011-08-25 10:26:00,2011-09-23 14:49:00,29,0.21
90019A,Silver M.O.P Orbit Bracelet,18,2.0,0.87,2010-12-20 10:48:00,2011-11-17 17:08:00,332,0.05
90019B,Gold M.O.P Orbit Bracelet,2,1.0,0.0,2011-08-01 17:37:00,2011-10-09 15:24:00,68,0.03
90019C,Silver Black Orbit Bracelet,4,1.33,0.58,2011-09-06 16:02:00,2011-11-27 15:38:00,81,0.05
90021,Laser Cut Multi Strand Necklace,1,1.0,,2011-04-27 12:35:00,2011-04-27 12:35:00,0,inf
90022,Edwardian Drop Earrings Jet Black,8,2.0,1.41,2010-12-21 16:08:00,2011-12-07 16:56:00,351,0.02
90023,Filigree Diamante Earrings,8,2.0,0.82,2011-02-14 15:23:00,2011-11-27 15:18:00,285,0.03
90024B,New Baroque B'Fly Necklace Red,4,2.0,0.0,2011-08-25 10:26:00,2011-09-23 14:49:00,29,0.14
90024C,New Baroque B'Fly Necklace Green,2,2.0,,2011-02-20 14:31:00,2011-02-20 14:31:00,0,inf
90024D,New Baroque B'Fly Necklace Pink,1,1.0,,2011-04-10 11:45:00,2011-04-10 11:45:00,0,inf
90024F,New Baroque B'Fly Necklace Crystal,2,2.0,,2011-02-20 14:31:00,2011-02-20 14:31:00,0,inf
90025A,Baroque Butterfly Earrings Black,2,1.0,0.0,2011-04-10 15:19:00,2011-10-09 15:24:00,182,0.01
90025F,Baroque Butterfly Earrings Crystal,1,1.0,,2011-10-20 15:57:00,2011-10-20 15:57:00,0,inf
90026A,Glass Bead Hoop Necklace Black,2,2.0,,2011-06-13 14:16:00,2011-06-13 14:16:00,0,inf
90026B,Glass Bead Hoop Necklace Montana,2,1.0,0.0,2011-02-20 14:31:00,2011-03-31 19:12:00,39,0.05
90026C,Glass Bead Hoop Necklace Green,3,1.5,0.71,2011-02-20 14:31:00,2011-11-09 11:10:00,261,0.01
90026D,Glass Bead Hoop Necklace Amethyst,3,1.0,0.0,2011-02-20 14:31:00,2011-11-18 13:25:00,270,0.01
90027A,Glass Bead Hoop Earrings Black,4,4.0,,2010-12-20 10:48:00,2010-12-20 10:48:00,0,inf
90027D,Glass Bead Hoop Earrings Amethyst,4,4.0,,2010-12-20 10:48:00,2010-12-20 10:48:00,0,inf
90028,New Baroque Large Necklace Blk/Whit,2,2.0,,2011-09-29 09:19:00,2011-09-29 09:19:00,0,inf
90029,New Baroque Small Necklace Black,3,1.5,0.71,2011-02-11 16:20:00,2011-06-13 14:16:00,121,0.02
90030A,Spotted White Natural Seed Necklace,72,10.29,7.52,2011-07-18 10:29:00,2011-11-28 13:51:00,133,0.54
90030B,Red Kukui Coconut Seed Necklace,112,7.47,4.87,2011-03-23 12:15:00,2011-12-07 12:55:00,259,0.43
90030C,Brown Kukui Coconut Seed Necklace,74,9.25,7.5,2011-07-18 10:29:00,2011-11-25 10:20:00,129,0.57
90031,Bili Nut And Wood Necklace,48,9.6,8.05,2011-07-18 10:29:00,2011-11-25 10:20:00,129,0.37
90032,Ivory Shell Heart Necklace,19,3.17,3.06,2010-12-13 14:16:00,2011-10-26 12:28:00,316,0.06
90033,Ivory Shell Heart Earrings,2,2.0,,2011-05-08 16:13:00,2011-05-08 16:13:00,0,inf
90035A,"Pearl & Shell 42""Neckl. Green",4,2.0,1.41,2010-12-15 13:24:00,2011-04-13 16:58:00,119,0.03
90035C,"Pearl & Shell 42""Neckl. Ivory",2,2.0,,2011-05-13 16:12:00,2011-05-13 16:12:00,0,inf
90036A,Flower Garland Necklace Red,6,1.5,1.0,2011-05-08 16:13:00,2011-08-05 16:19:00,89,0.07
90036B,"Flower Glass Garland Neckl.36""Green",4,2.0,1.41,2011-06-13 14:16:00,2011-08-01 17:37:00,49,0.08
90036C,"Flower Glass Garland Neckl.36""Blue",6,3.0,0.0,2011-05-09 13:03:00,2011-10-27 14:52:00,171,0.04
90036D,"Flower Glass Garland Neckl.36""Black",11,2.75,1.26,2010-12-09 13:34:00,2011-06-13 14:16:00,186,0.06
90036E,"Flower Glass Garld Neckl36""Amethyst",7,1.4,0.89,2010-12-12 16:14:00,2011-10-20 15:57:00,311,0.02
90036F,"Flower Glass Garld Neckl36""Turquois",4,4.0,,2011-03-23 12:15:00,2011-03-23 12:15:00,0,inf
90037B,Tiny Crystal Bracelet Green,6,6.0,,2011-02-03 13:58:00,2011-02-03 13:58:00,0,inf
90038A,Glass And Painted Beads Bracelet To,6,6.0,,2011-09-06 16:02:00,2011-09-06 16:02:00,0,inf
90038B,Glass And Painted Beads Bracelet Ol,6,6.0,,2011-03-07 12:26:00,2011-03-07 12:26:00,0,inf
90038C,Glass And Beads Bracelet Ivory,6,6.0,,2011-03-07 12:26:00,2011-03-07 12:26:00,0,inf
90039A,Fire Polished Glass Bracelet Red,6,6.0,,2011-05-12 16:50:00,2011-05-12 16:50:00,0,inf
